video_id,generator,source,type,label,cluster,split,data_dir,n_frames,best_haar_band,best_haar_jsd
16_c,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/16_c,16,LH1,0.4265
16_d,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/16_d,16,LH1,0.4265
16_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/16_e,16,LH1,0.4265
17_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/17_a,16,LH1,0.4265
17_b,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/17_b,16,LH1,0.4265
17_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/17_c,16,LH1,0.4265
17_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/17_d,16,LH1,0.4265
17_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/17_e,16,LH1,0.4265
18_a,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/18_a,16,LH1,0.4265
18_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/18_b,16,LH1,0.4265
18_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/18_c,16,LH1,0.4265
18_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/18_d,16,LH1,0.4265
18_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/18_e,16,LH1,0.4265
19_a,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/19_a,16,LH1,0.4265
19_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_b,16,LH1,0.4265
19_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_c,16,LH1,0.4265
19_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_d,16,LH1,0.4265
19_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_e,16,LH1,0.4265
1_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/1_a,16,LH1,0.4265
1_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/1_b,16,LH1,0.4265
1_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/1_c,16,LH1,0.4265
1_d,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/1_d,16,LH1,0.4265
1_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/1_e,16,LH1,0.4265
20_a,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/20_a,16,LH1,0.4265
20_b,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/20_b,16,LH1,0.4265
20_c,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/20_c,16,LH1,0.4265
20_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/20_d,16,LH1,0.4265
20_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/20_e,16,LH1,0.4265
21_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_a,16,LH1,0.4265
21_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_b,16,LH1,0.4265
21_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_c,16,LH1,0.4265
21_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_d,16,LH1,0.4265
21_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_e,16,LH1,0.4265
22_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/22_a,16,LH1,0.4265
22_b,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/22_b,16,LH1,0.4265
22_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/22_c,16,LH1,0.4265
22_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/22_d,16,LH1,0.4265
22_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/22_e,16,LH1,0.4265
23_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_a,16,LH1,0.4265
23_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_b,16,LH1,0.4265
23_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_c,16,LH1,0.4265
23_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_d,16,LH1,0.4265
23_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_e,16,LH1,0.4265
24_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/24_a,16,LH1,0.4265
24_b,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/24_b,16,LH1,0.4265
24_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/24_c,16,LH1,0.4265
24_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/24_d,16,LH1,0.4265
24_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/24_e,16,LH1,0.4265
25_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/25_a,16,LH1,0.4265
25_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/25_b,16,LH1,0.4265
25_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/25_c,16,LH1,0.4265
25_d,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/25_d,16,LH1,0.4265
25_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/25_e,16,LH1,0.4265
26_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_a,16,LH1,0.4265
26_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_b,16,LH1,0.4265
26_c,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/26_c,16,LH1,0.4265
26_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_d,16,LH1,0.4265
26_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_e,16,LH1,0.4265
27_a,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/27_a,16,LH1,0.4265
27_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/27_b,16,LH1,0.4265
27_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/27_c,16,LH1,0.4265
27_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/27_d,16,LH1,0.4265
27_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/27_e,16,LH1,0.4265
28_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/28_a,16,LH1,0.4265
28_b,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/28_b,16,LH1,0.4265
28_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/28_c,16,LH1,0.4265
28_d,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/28_d,16,LH1,0.4265
28_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/28_e,16,LH1,0.4265
29_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/29_a,16,LH1,0.4265
29_b,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/29_b,16,LH1,0.4265
29_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/29_c,16,LH1,0.4265
29_d,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/29_d,16,LH1,0.4265
29_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/29_e,16,LH1,0.4265
2_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_a,16,LH1,0.4265
2_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_b,16,LH1,0.4265
2_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_c,16,LH1,0.4265
2_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_d,16,LH1,0.4265
2_e,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/2_e,16,LH1,0.4265
30_a,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/30_a,16,LH1,0.4265
30_b,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/30_b,16,LH1,0.4265
30_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/30_c,16,LH1,0.4265
30_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/30_d,16,LH1,0.4265
30_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/30_e,16,LH1,0.4265
31_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_a,16,LH1,0.4265
31_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_b,16,LH1,0.4265
31_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/31_c,16,LH1,0.4265
31_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_d,16,LH1,0.4265
31_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_e,16,LH1,0.4265
32_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_a,16,LH1,0.4265
32_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_b,16,LH1,0.4265
32_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_c,16,LH1,0.4265
32_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_d,16,LH1,0.4265
32_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_e,16,LH1,0.4265
33_a,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/33_a,16,LH1,0.4265
33_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/33_b,16,LH1,0.4265
33_c,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/33_c,16,LH1,0.4265
33_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/33_d,16,LH1,0.4265
33_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/33_e,16,LH1,0.4265
34_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/34_a,16,LH1,0.4265
34_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/34_b,16,LH1,0.4265
34_c,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/34_c,16,LH1,0.4265
34_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/34_d,16,LH1,0.4265
34_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/34_e,16,LH1,0.4265
35_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_a,16,LH1,0.4265
35_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_b,16,LH1,0.4265
35_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_c,16,LH1,0.4265
35_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_d,16,LH1,0.4265
35_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_e,16,LH1,0.4265
36_a,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/36_a,16,LH1,0.4265
36_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/36_b,16,LH1,0.4265
36_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/36_c,16,LH1,0.4265
36_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/36_d,16,LH1,0.4265
36_e,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/36_e,16,LH1,0.4265
37_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/37_a,16,LH1,0.4265
37_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/37_b,16,LH1,0.4265
37_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/37_c,16,LH1,0.4265
37_d,deepaction_animatediff,deepaction_v1,fake,1,1,val,/data/deepfake_pipeline/processed/deepaction_animatediff/37_d,16,LH1,0.4265
37_e,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/37_e,16,LH1,0.4265
38_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_a,16,LH1,0.4265
38_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_b,16,LH1,0.4265
38_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_c,16,LH1,0.4265
38_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_d,16,LH1,0.4265
38_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_e,16,LH1,0.4265
39_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_a,16,LH1,0.4265
39_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_b,16,LH1,0.4265
39_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_c,16,LH1,0.4265
39_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_d,16,LH1,0.4265
39_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_e,16,LH1,0.4265
3_a,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/3_a,16,LH1,0.4265
3_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_b,16,LH1,0.4265
3_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_c,16,LH1,0.4265
3_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_d,16,LH1,0.4265
3_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_e,16,LH1,0.4265
40_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/40_a,16,LH1,0.4265
40_b,deepaction_animatediff,deepaction_v1,fake,1,1,test,/data/deepfake_pipeline/processed/deepaction_animatediff/40_b,16,LH1,0.4265
40_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/40_c,16,LH1,0.4265
