video_id,generator,source,type,label,cluster,split,data_dir,n_frames,best_haar_band,best_haar_jsd
32_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_d,16,LH1,0.4265
16_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/16_e,16,LH1,0.4265
63_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/63_a,16,LH1,0.4265
39_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_c,16,LH1,0.4265
60_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/60_d,16,LH1,0.4265
78_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/78_c,16,LH1,0.4265
101_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/101_c,16,LH1,0.4265
85_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/85_d,16,LH1,0.4265
82_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/82_e,16,LH1,0.4265
94_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/94_b,16,LH1,0.4265
59_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/59_d,16,LH1,0.4265
103_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/103_b,16,LH1,0.4265
5_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/5_b,16,LH1,0.4265
80_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/80_b,16,LH1,0.4265
56_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/56_d,16,LH1,0.4265
48_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/48_a,16,LH1,0.4265
83_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/83_c,16,LH1,0.4265
23_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/23_b,16,LH1,0.4265
2_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_b,16,LH1,0.4265
36_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/36_b,16,LH1,0.4265
62_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/62_e,16,LH1,0.4265
83_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/83_e,16,LH1,0.4265
99_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/99_e,16,LH1,0.4265
68_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/68_b,16,LH1,0.4265
81_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/81_b,16,LH1,0.4265
79_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/79_b,16,LH1,0.4265
68_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/68_e,16,LH1,0.4265
45_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/45_c,16,LH1,0.4265
74_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/74_c,16,LH1,0.4265
37_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/37_b,16,LH1,0.4265
20_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/20_d,16,LH1,0.4265
26_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_e,16,LH1,0.4265
63_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/63_d,16,LH1,0.4265
32_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_a,16,LH1,0.4265
70_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/70_a,16,LH1,0.4265
71_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/71_e,16,LH1,0.4265
3_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_e,16,LH1,0.4265
71_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/71_d,16,LH1,0.4265
1_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/1_a,16,LH1,0.4265
57_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/57_c,16,LH1,0.4265
75_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/75_c,16,LH1,0.4265
91_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/91_b,16,LH1,0.4265
35_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_e,16,LH1,0.4265
66_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/66_b,16,LH1,0.4265
72_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/72_b,16,LH1,0.4265
92_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/92_e,16,LH1,0.4265
37_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/37_c,16,LH1,0.4265
6_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/6_c,16,LH1,0.4265
34_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/34_a,16,LH1,0.4265
8_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/8_c,16,LH1,0.4265
82_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/82_c,16,LH1,0.4265
42_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/42_a,16,LH1,0.4265
38_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_d,16,LH1,0.4265
102_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/102_a,16,LH1,0.4265
8_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/8_b,16,LH1,0.4265
6_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/6_e,16,LH1,0.4265
64_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/64_e,16,LH1,0.4265
100_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/100_d,16,LH1,0.4265
61_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/61_c,16,LH1,0.4265
99_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/99_d,16,LH1,0.4265
51_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/51_b,16,LH1,0.4265
89_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/89_e,16,LH1,0.4265
43_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/43_c,16,LH1,0.4265
62_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/62_d,16,LH1,0.4265
18_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/18_b,16,LH1,0.4265
40_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/40_d,16,LH1,0.4265
51_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/51_d,16,LH1,0.4265
5_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/5_c,16,LH1,0.4265
91_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/91_c,16,LH1,0.4265
4_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/4_a,16,LH1,0.4265
99_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/99_b,16,LH1,0.4265
19_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_d,16,LH1,0.4265
54_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/54_b,16,LH1,0.4265
27_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/27_d,16,LH1,0.4265
42_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/42_b,16,LH1,0.4265
76_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/76_a,16,LH1,0.4265
39_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/39_e,16,LH1,0.4265
5_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/5_e,16,LH1,0.4265
24_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/24_a,16,LH1,0.4265
47_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/47_d,16,LH1,0.4265
13_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/13_e,16,LH1,0.4265
66_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/66_d,16,LH1,0.4265
89_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/89_d,16,LH1,0.4265
60_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/60_c,16,LH1,0.4265
52_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/52_a,16,LH1,0.4265
27_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/27_b,16,LH1,0.4265
19_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/19_e,16,LH1,0.4265
103_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/103_c,16,LH1,0.4265
76_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/76_d,16,LH1,0.4265
49_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/49_a,16,LH1,0.4265
101_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/101_e,16,LH1,0.4265
78_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/78_b,16,LH1,0.4265
13_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/13_c,16,LH1,0.4265
32_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_c,16,LH1,0.4265
25_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/25_c,16,LH1,0.4265
21_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/21_b,16,LH1,0.4265
31_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_a,16,LH1,0.4265
7_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/7_d,16,LH1,0.4265
84_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/84_e,16,LH1,0.4265
30_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/30_d,16,LH1,0.4265
2_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/2_a,16,LH1,0.4265
4_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/4_b,16,LH1,0.4265
86_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/86_b,16,LH1,0.4265
92_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/92_d,16,LH1,0.4265
77_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/77_e,16,LH1,0.4265
69_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/69_c,16,LH1,0.4265
86_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/86_d,16,LH1,0.4265
83_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/83_a,16,LH1,0.4265
90_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/90_e,16,LH1,0.4265
36_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/36_d,16,LH1,0.4265
7_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/7_b,16,LH1,0.4265
51_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/51_e,16,LH1,0.4265
15_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/15_b,16,LH1,0.4265
94_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/94_e,16,LH1,0.4265
56_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/56_a,16,LH1,0.4265
38_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_e,16,LH1,0.4265
59_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/59_e,16,LH1,0.4265
5_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/5_d,16,LH1,0.4265
73_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/73_a,16,LH1,0.4265
18_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/18_d,16,LH1,0.4265
45_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/45_a,16,LH1,0.4265
91_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/91_d,16,LH1,0.4265
40_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/40_c,16,LH1,0.4265
71_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/71_a,16,LH1,0.4265
100_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/100_b,16,LH1,0.4265
25_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/25_a,16,LH1,0.4265
14_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/14_a,16,LH1,0.4265
3_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_d,16,LH1,0.4265
17_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/17_a,16,LH1,0.4265
52_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/52_d,16,LH1,0.4265
34_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/34_d,16,LH1,0.4265
54_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/54_a,16,LH1,0.4265
85_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/85_e,16,LH1,0.4265
22_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/22_a,16,LH1,0.4265
69_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/69_a,16,LH1,0.4265
17_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/17_d,16,LH1,0.4265
76_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/76_c,16,LH1,0.4265
90_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/90_c,16,LH1,0.4265
46_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/46_b,16,LH1,0.4265
65_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/65_a,16,LH1,0.4265
85_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/85_c,16,LH1,0.4265
74_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/74_e,16,LH1,0.4265
75_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/75_b,16,LH1,0.4265
26_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_a,16,LH1,0.4265
88_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/88_a,16,LH1,0.4265
3_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/3_b,16,LH1,0.4265
32_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/32_e,16,LH1,0.4265
58_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/58_a,16,LH1,0.4265
83_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/83_b,16,LH1,0.4265
48_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/48_d,16,LH1,0.4265
94_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/94_c,16,LH1,0.4265
38_b,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/38_b,16,LH1,0.4265
102_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/102_e,16,LH1,0.4265
10_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/10_d,16,LH1,0.4265
86_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/86_e,16,LH1,0.4265
31_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/31_d,16,LH1,0.4265
61_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/61_d,16,LH1,0.4265
60_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/60_a,16,LH1,0.4265
54_e,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/54_e,16,LH1,0.4265
26_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/26_d,16,LH1,0.4265
79_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/79_c,16,LH1,0.4265
42_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/42_d,16,LH1,0.4265
35_d,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/35_d,16,LH1,0.4265
50_a,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/50_a,16,LH1,0.4265
62_c,deepaction_animatediff,deepaction_v1,fake,1,1,train,/data/deepfake_pipeline/processed/deepaction_animatediff/62_c,16,LH1,0.4265
